overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,True,"05 23, 2014",A3C973PRNL1TQ7,B000038I9N,Bryan Carter,I chose this rating because it was an audio CD and I was ripped off. I dislike this. I would not recommend to anyone.,It sucks,1400803200,,,
1.0,True,"03 2, 2017",A1HYLS6I3JCIDF,B00005NCB5,Patrick McGurk,Stupid  not worth it...,Dont waste your money ..,1488412800,,,
1.0,True,"03 9, 2015",A1FAAKR6AUZ5Y,B00139PR5U,Hans,Not a great disney game. controls are messed.,no way,1425859200,,{'Platform:': ' Nintendo Wii'},
1.0,False,"01 17, 2009",A1SYDZC56RH2SK,B00109KMQC,PS3 Fanatic,People compared this to Resistance 2. It's story is horrible. Graphics sucked. Had a good idea but was together by a bad developer. The guns weren't fun to play with either. This doesn't even compare to Resistance 2.,Game sucked,1232150400,2,{'Platform:': ' PlayStation 3'},
1.0,True,"12 14, 2014",A3RWGNNN5WPC6L,B00CMN0Z0S,...,After a couple of days and only a couple of downloads this crashed my Xbox 360 giving my the red ring and an E68 error code.,Dead after a couple of days. E68 error,1418515200,2,{'Size:': ' 60GB'},
1.0,False,"09 25, 2015",A1SFAP2I20AXB,B014278KPS,Bryan Stillman,Scalper,One Star,1443139200,,,
1.0,False,"02 5, 2002",ASMR5IORRX117,B00005NZ1W,caleb,"This game was an utter disappointment.  The music is absolutely terrible (possibly the worst of any video game).  And the graphics are retro looking.  Come on, with the power that the Xbox has I thought the graphics would be better.  The game is extremely difficult and is dull and lacks excitement.  The missions are all basically the same as eachother, which is to eliminate the enemy planes.  Don't run out and buy.  Rent it if you feel like it's something you'd like, but don't buy it unless you've rented and liked it.  I returned after the first day of having it.  My suggestion would be to buy a game worth the money, like Halo or Max Payne or anything but this.",Don't waste your money!,1012867200,2,,
1.0,True,"10 19, 2010",A32XWBSZWC3SNR,B0028IBTLG,Marky Mark,"Ok, sorry to offend anyones sensibilities but...

this is basically an expansion to fallout 3 with some red dead redemption thrown in.

It feels like such an unfinished mish mosh of ideas hacked together... story lines are uninteresting, characters have little purpose.

This is NOT a finished game.  It took the same glitchy, poor graphics and annoying qualities of fallout 3, and added in herb picking (RDR, Oblivion) and gambling (RDR) and with no poker, its not even fun playing.  It literally has no upgrades except for new content, and the new content is not interesting.

I'm sorry, i really wanted to love this game, but it rides on the coattails of fallout 3 into the dying sunset and its clear this game was abandoned, picked up, and quickly shipped out to make a quick buck, unless you have to play fallout new vegas and are aware that it is a piss poor expansion of fallout 3, i would save your money.",taking the worst elements from FO3 and RDR...,1287446400,10,{'Format:': ' Video Game'},
1.0,False,"04 17, 2015",A128WX1VPYJTUU,B00KVQYJR8,isaac heimmler,"The graphics are terrible on this one, what were they thinking? Compare this to a game like The Order 1886 and this is a great joke from Sony! There were better looking games on the Sega Megadrive. This game sucks!",awful graphics,1429228800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
1.0,True,"04 2, 2017",A1KGQ2E9VNWVJO,B019H5II8Y,Tstops,God awful. Constantly disconnects while pc gaming the only way to reset it is by disconnecting the dongle. Works for a few minutes then disconnects again. Not sure why it has so many good reviews.,So cheap and useless,1491091200,3,{'Color:': ' With Bracket'},
1.0,False,"03 19, 2016",A1M5MAX3ABKC02,B00Z0IBM4K,Jake,"I unfortunately was in the market for a gaming headset a few months back, so I decided to pick up these headphones from a local superstore near me. It was easily the worst decision I have made in terms of headphones, ever.
First of all, these things are incredibly uncomfortable. I don't know if razer just has a thing against people with big heads or what, but after wearing these for 30 minutes or more, it's a miracle if I don't have a headache.
Second of all, the sound is awful. I've tried a lot of cheap headphones in my life, but these might take the cake as the worst sounding. They sound worse than ear buds that you find at a dollar store.
Third of all, people were saying that my mic quality was absolutely horrendous. This frustrated me the most, due to the fact that I bought these specifically for a good mic.
Last of all, these are poorly made. They feel like cheap plastic, and after storing them on a computer desk, in the open, away from danger, they managed to break on me in a little over 3 months. The right ear didn't even work before I got rid of them via a garbage can.

Bottom line on these, is that you should not buy them. I cannot recommend a different type of headset, but I do recommend possible modding your own if you are using it for pc gaming. Microphones are out there for relatively cheap, and if you manage to combine it with a good pair of headphones, than it is 100 times better than these headphones. If you find these for around 10$ or 15$, it's an okay price for them, but anything over that, you're getting ripped off.","For the price, these are absolutely terrible",1458345600,,,
1.0,True,"02 18, 2015",A2M54QO9N9MKAS,B0053YQ8E0,Scarlet,didnt work,One Star,1424217600,,{'Platform:': ' PC Online Game Code'},
1.0,False,"03 23, 2009",A28DQQGOJF23DN,B000GDJJOY,Annette,"The game is very, very hard on the Brian levels.  They are very frustrating to play and not much fun.  Otherwise, the other levels are pretty easy.  You will have to play mini-games that are strange. If you succeed on Stewie's mini-games, you will get 10 bullets for his gun which helps sometimes.  If you succeed on Brian's mini-games, you will turn invincible for a few seconds, which doesn't really help.  If you succeed on Peter's mini-games, you will give Peter more food.  Rent rather than buy this game.

Please do not copy this review for use elsewhere on the internet.",Rated 'I' for Impossible,1237766400,2,{'Platform:': ' Xbox'},
1.0,False,"04 21, 2014",A26HXS7VV03C8V,B00I4BGLOG,Kindle Customer,"After the starting area, every dungeon, tomb or catacomb will be entirely populated by characters such as ""sasaf"", ""oihhgdsgf"" and ""iuyuygfc"".

A train of thirty-something of them.  All wearing the same gear, running back and forth along corridors like a mutated centipede.

There are no GMs in game.  If you take the time to report the offending characters, you'll come back the next evening to find the same ""players"" running the same hallways.  Nothing is done.

Zenimax is trying to deal with the issue programmatically, but failing dismally.  They have banned many legitimate players (by their own admission), and not even slightly stemmed the flood of scripted accounts.

Almost every boss needed to finish later quests will be camped by dozens of bots, all swinging simultaneously.  You will not have a chance to get a hit in.  Thus, most later quests are impossible to complete.

The game is completely unplayable at this point.",The game is overrun with bots and scripted characters.,1398038400,20,,
1.0,False,"03 2, 2007",A35VGWHHTVLFNF,B000FIB6SM,Hamming It Up,"These companies are just trying to make a buck on those who are careless with the screen!  I have had my DS for over a year now and clean both top and bottom screens regularly with a soft lint-free cloth.  Sometimes I dampen it with just a small bit of glass cleaner if needed.  I admit that there are a few very small light scratches on the bottom screen, but only noticeable when my DS is off and I'm looking closely.  Save $5.00 with regular cleaning and careful use!",Not necessary if you're very careful!,1172793600,11,,
1.0,True,"06 6, 2015",A237UB54I4ED11,B000X2RKOO,ClassicStyle,No,One Star,1433548800,,,
1.0,True,"11 17, 2011",A2PA8HBLW1YH2E,B0024G48VA,Remlap,"Do not waste your time figuring out why the Xbox or PlayStation won't connect to the internet, even when you have a signal, and do not waste your money on the hefty price tag for this garbage.",Trending failiure,1321488000,,,
1.0,False,"12 2, 2010",AXDNBJS8HF7YV,B0016C3260,Sou Saechao,"What I normally do before purchasing a game is I read many, many, many reviews of this game from critics perspectives to customers reviews. Most of what I've read gave this game a very good review, and upon purchasing it and playing through it, I must honestly say that this game disappointed me. I'm very aware that this is a strategy RPG and it is not an ""open-ended"" type, but everything is too straight-forwarded as if you're ""literally"" going page by page. The graphic is pretty good for an anime style and the voice acting is superb, but the flaws outwieighs the good stuff. DO NOT BUY, rent only.","Overhyped, will only please younger kids who has no concept of a good game",1291248000,8,{'Platform:': ' PlayStation 3'},
1.0,False,"12 17, 2016",A39ZVXBZ7SJJZ9,B0158TCVCC,Statham rage,"$450 for a gaming system
With maybe 10 games worth
Having....
Save your money!!!
And buy the Nintendo switch.
Just heard zelda
Wont be able to
Play on the wii u
Frame rate issues...
And i can definitely
See that being a huge
Problem...the wii u
Is dead....",Rumored to be no zelda!!! For wii u!!!,1481932800,,,
1.0,False,"05 20, 2008",AE0ES9IJR84VC,B000WCT1KQ,T. Reid,"I bought PS3 because I thought the gaming would be better.  You know all the hype and stuff............Wrong.  This game is so bad.  You character is so slow.  When enemies attack you in numbers you have no chance of winning. You also have to talk to a ton of characters.  Lets be real this is just a PS2 game with better visuals.  The game play is horrible.  The so called special moves are not very special.  They don't help you beat enemies in large numbers.  I'm so mad at PS3 right now.  I use my PS3 to watch blue ray movies far more than I use it to play games, like 99% of the time.  PS3 games at this time are terrible.  Only a hand full are any good.  Seriously don't buy this game.  You will be very disappointed.",This is very bad!!!!!!!!!!!!!!!!!!!!!!!!!!!,1211241600,,{'Platform:': ' PlayStation 3'},
1.0,True,"05 28, 2013",AC22444G3PCWT,B001L5U17U,Mary,I purchased this keyboard by mistake. I sent 2 requests to the seller regarding this mistake. They had at least one day's notice. They ended up shipping it and ignoring my request over night. I know for a fact that a big company like Razer had to see that I sent a cancellation request. They simply ignored and kept my money! Now I'm left paying a $10.00 fee to send a product that I didn't want back to them!! This company's level of customer service is outright ridiculous.,Terrible Customer Service,1369699200,,{'Color:': ' Silver'},
1.0,False,"05 16, 2012",AFEQ9MCMMWD9E,B00178630A,Sunan Peebles,"I played D1 and D2 quite a bit. For a time, I played on Battle.net, and eventually collected some good items and had a fairly strong onlne character, but eventually I hated it (thanks to Blizzard's management and policies which did not allow you to host a non-P2P online game, and server lags from time to time). I loved playing D2 and LOD on my LAN though. No issues with hacking, because I and my group could control everything. I was foolish enough to buy and install D3 without realizing that there would be no LAN play, and no offline single player. So again, in D3 Blizzard made another major decision restricting players' freedom: internet only.

With D2, I had no problems with hacking or server lag, because I abandoned Battle.net. From my point of view, D3 is like the result of a doctor transplanting hemorrhoids to a healthy patient.

Let's review some of the arguments posted on this forum:

1) ""Things will be better after Blizzard resolves the server problems, and eventually there will be fewer users at any given time.""

For those who like online play and can accept off-and-on laggy servers or down servers at the worst possible moment, that is probably true. And Amazon ratings for D3 may go up. It is not true for me, because I have no desire to play on Battle.net. D3 will be a 1 star product from my point of view forever.

2) ""You should have known.""

That is true, but remember that many of us had been playing D2 for 12 years, and we were used to the freedom of being able to play offline. We did not imagine that Blizzard would remove that freedom in D3.

Imagine that you have been driving a certain brand of car for many years. This brand has built in ONSTAR and GPS, but up to now you could operate the car without being connected to those services. You go in and buy the latest model. The sales agent says that you have to have ONSTAR/GPS connected, but it's free. That's kind of strange, but you buy it anyway. Then you realize that you can't even drive the car without being connected. I realize that allowing a car to be returned is very different from allowing opened software to be returned, but I want Blizzard to realize that some of us will not trust them in the future. I will not ever buy from Blizzard again.

3) ""We can all blame the pirates.""

Let's see if I've got this straight. Blizzard could not control the hacking on battle.net, and so the solution is to force everyone onto battle.net, where the same hackers could attack the servers I am forced to use, and possibly attack the ports on my network that battle.net uses.

4) ""You are not rating the game, you are rating battle.net.""

The game IS battle.net now.

5) ""You clicked on the AGREE button when you installed it.""

If I had not agreed to the terms, I could not learn what it's like to play, and then you would say I don't know what I am talking about. Catch-22.

6) ""Online is the trend. It is inevitable.""

Maybe so, but after losing $60 on this lemon, I won't make that mistake again. Just uninstalled D3 from my machine.",Hemorrhoid Transplant. Hope I can get a refund.,1337126400,27,{'Format:': ' Computer Game'},
1.0,False,"05 29, 2015",A843EW2Q6HH5G,B001L8DKIE,geoffrey,this game is an unfair piece of s*** it constantly cheats and the ball  bumps twice goes down the side or goes down the middle without allowing you to play the ball and if you start scoring it speeds up or slows down making the flippers usless that is cheating but as usual all ps3 games cheat gta5 cheats police respawn behind walls  call of duty world at war cheats enemys respawn no matter how many you kill ps3 sucks,this game is an unfair piece of s*** it constantly ...,1432857600,,{'Platform:': ' PlayStation 3'},
1.0,False,"05 23, 2015",AGH0258T06UJ1,B00TS0UK0I,Matthew H.,Anything more than $12.99 is way over priced. Nintendo needs to get their act together and sell these properly.,Anything more than $12.99 is over priced. Not worth it.,1432339200,57,,
1.0,True,"03 12, 2009",A3VYGRD1DY692M,B0018YXM3Y,Jay Macintosh,"Another STEAM game requirement!  This MUST STOP!  Retailers MUST disclose this very clearly in the description of the game.  Amazon, this goes for you to.  Nowhere in the description does it indicate that we have to deal with this STEAM crap and log into steam accounts every-time we want to play a single player game!  I SHOULD NOT have to log on to the internet to play a single player game! I should not be FORCED to register with an online site to play a game!  Talk about invasion of privacy at its highest.  This is BS and needs to stop or be FULLY disclosed by the seller.

Fortunately in small print the box states ""If you do not agree with the provisions of the SSA, you should return this game unopened to your retailer"".  (referring to the Steam account) Well guess what?  I DO NOT AGREE with the provisions and WILL be returning this game to Amazon unopened.

I cannot believe the amount of deception that is going on with these games, from companies that use to be reputable.  This has to STOP, when I purchase a game, I should be able to install it on a computer without needing access to the internet.  If they want to stop piracy then require the CD to be in the drive to play, but this internet connection reuiqrement is totally bogus and they have lost another customer as a result.",Buyer Beware!,1236816000,16,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
1.0,True,"03 20, 2014",A35ZKRJXQEMY33,B0023CBY4E,Jbird,"You can complete this game in about 4 hours.  It really is a horrible game.  If you can get it for free then it is worth it, but I wouldn't pay over 5 bucks for it, and I paid 8 without knowing how bad it is.  Maybe 1 dollar would be more appropriate.  Buy something, anything else.",I feel for those that pre-ordered,1395273600,,{'Platform:': ' Xbox 360'},
1.0,True,"09 3, 2015",AYS8KAOJN21G4,B000IKYP76,"Freddy Coonradt, Jr.","I got it because I liked the tv series and the two movies,so when I found out about this game,I was happy. But I started playing and it was horrible.",Avoid this game.,1441238400,,,
1.0,True,"03 14, 2014",A2JJ8L5VJDOL7M,B000A15K0Y,MaysTheCraze,"Well, the reviews for this thing are mixed and it looks like I'm just one of those people that got a defective product. As soon as I plugged this thing in and moved some files onto it, it corrupted my memory. No problem, I thought. Maybe it was just a one time thing. Maybe it wouldn't happen again. So, I tried creating new save data on it just to be sure and...it corrupted my memory. Needless to say, this thing didn't work for me. I personally wouldn't recommend it and would recommend you all go out and either try to get an official, first party GC memory card or at least one of the more expensive brands. The back of the box is plagued with Engrish, so maybe that was a good sign this thing wasn't going to turn out great...",Didn't work for me.,1394755200,,,
1.0,False,"05 21, 2012",A18P0QS9F9OZYZ,B00178630A,Larry,"I believe that for the last 11 years, Blizzard had put much efforts to design the D3 trailers, scamming all of us to buy this game when it comes out.

Once the real money Auction House come out, you don't pay to play then you will get your butt raped, so no fun at all

Graphic: for me this game's graphic is below expectation
Gameplay: 2 of my friends helped me and finished the game within 5 hours

People who watched Alien will watch Aliens, and people who watched Aliens will watch Aliens 3, and it's just the same thing. We got screwed LOL

My computer build

i7 950
12GB RAM
ASUS rampage III
GTX 470

I think I should wait for GTA 5",Over expectation,1337558400,11,{'Format:': ' Computer Game'},
1.0,False,"10 16, 2015",AV82A1L1YNH9C,B00KVQYJR8,Lakota,"i bought this game thinking it would be like GTA or COD, boy was i wrong! in this game you play as a bunch of dumb triangles! theres nothing creative about this game what so ever and the frame rate is terrible! the graphics almost look as good as my atari and theres not zombies mode like in COD, i was promised zombies, i cant belive a game with such bad graphics and terrible controlls where you littlery cant do anything except punch trees would get so much attention. it make me feel like I'm the only intellignt gamer left...",Rather watch mad man a story about some dork with a mask that thinks he's scary who drives in one direction then turns around,1444953600,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
1.0,True,"12 20, 2016",A201N84AIOANVA,B0098F1Y3K,adriana velasco,don't even really use this,One Star,1482192000,,,
1.0,False,"06 30, 2009",AOXX0U2T2BGYM,B0002BQMFY,A Human,"This game obviously isn't a finished product. It's full of glitches, and bugs. It is hardly worth more then ET for the Atari 2600.

It isn't worth it, even if you want a time wasting game. It's supposed to be a racing game, but it isn't. Your opponent doesn't even move. There is a fixer that you can download, but even then you always win. And when you do, you get greeted by a delightful "" YOU'RE WINNER ! "". You can easily move off track, and nobody would care. You can FLY THROUGH NOTHING. This game has no barriers, you can even pass through everything, including bridges. You can even run thousands of miles in a circle, and stop in a microsecond.

If you want to get the game for a laugh, buy it, but buy it somewhere else. It's overpriced on Amazon.",Obviously a beta.,1246320000,8,,
1.0,True,"10 16, 2016",A3D9HCYLOZD8N7,B01GU89H6I,Minhcalla Ink Reviews,"Meh, just more boring Destiny trash.  I'm so mad with myself for giving Bungie more money.  I'm not supporting them any more.  Halo is a terrible series and Destiny is just as terrible.  Don't buy this garbage.  It's the same stuff you've been doing, with different scenery.  I hate crucible but I read that the new one released with this is very bad.  I don't have experience with it though.",Don't buy this,1476576000,,{'Format:': ' Software Download'},
1.0,False,"01 7, 2012",A2IK166WN6C0SR,B004NRN5DU,Marty Robinson,"I am really into RPG games, I loved Skyrim, Borderlands, Mass Effect 2, and Fable 3. And what I always have liked about them all is that you can save whenever you want to. In Dark Souls you can only save when you find ""Bonfires"" and these bonfires are located so far apart in the game that you die hundreds of times between finding each bonfire. Then on top of that craziness, when you die your thrown back to the last bonfire you found and you loose all your soul points that you had collected. STUPID!
  You also can't mess with the difficulty level at all. So you are thrown into an impossible game right at the beginning with no save point until years later. Therefore, you die, die, and get more frustrated every time you die.
  Over all, this games sucks compared to other RPG's, the saving aspect feature really frustrated me, but the game play was also monotonous with the same thing being thrown at you over and over again. The only thing that ever changed was their color and shapes, but the difficulty just got worse and save points farther apart.
  Do yourself a favor and rent this game for ONE night from the local video store and don't waste your money on buying it. Game sucks, try Skyrim or Mass Effect instead.",WORST RPG game ever!,1325894400,9,{'Format:': ' Video Game'},
1.0,False,"08 31, 2011",ABET4C6FV2T2G,B000P5BSUQ,Elmo Kajaky,"Ubisoft has been selling a broken version of AoM:The Titans that is not recognized by the ESO server, and there is NO SOLUTION. I've wasted hours trying to get this to work, only to have Ubisoft's ""support"" department tell me that it doesn't work online no matter what you do. AVOID THIS DEFECTIVE PRODUCT LIKE THE PLAGUE. Where do I sign up for the class-action lawsuit? Anyone know?

This is from the e-mail they sent me, after a number of messages back and forth:

[Replacement] CD Key Request

Discussion Thread
---------------------------------------------------------------
Response Via Email(Jason) - 08/29/2011 01:26 PM
Joel,

***Unfortunately, the Ubisoft release of this game is not compatible with the original release.  There is no way to play the expansion online.***

Customer By Web Form (Joel Sassone) - 08/26/2011 10:40 PM
Thank you for the CD keys. Unfortunately, when I use the Titans key to play online, I get the error message ""There is an updated version of Age of Mythology that is required to play."" When I click on the button to update the game, however, it claims to be up to date.

How do I get a working version of this game that plays online?","BROKEN VERSION OF AOM, DO NOT BUY!!!",1314748800,,,
1.0,False,"07 17, 2016",A1E5N5SGKX6LTO,B00005B70X,Foxman87,I like KISS. I like pinball. I like the PlayStation. You would assume the merging of the three would be great. You would assume wrong. This game was boring and almost unplayable. Don't even attempt to play this abomination. I had to throw it away because nobody would even take it from me for free.,Gaming at its worst,1468713600,,,
1.0,True,"06 12, 2015",A3JXH5YG8XXSI6,B00K3PNUEA,Janet,it won't load. I have tried 3 times and it just sits there spinning. The third time I let it sit for an hour and it still didn't load.,Does not load,1434067200,,,
1.0,False,"06 13, 2016",A2LUZUSR3R5GN,B01G6LXXWI,Andrew M. Cornelio,$79.95??? Are you kidding me?!!,$79. 95??? Are you kidding me ...,1465776000,15,,
1.0,False,"07 28, 2003",A2M4KF5NTTZY2R,B00008KUA8,Gregory Feather,"Played for 30 min got bored took it back to the video store.
Who ever came up with this idea for a game must have been on Geritol.",P U,1059350400,2,{'Platform:': ' PlayStation2'},
1.0,True,"01 4, 2018",A1YHOMXSM51KBZ,B00FAN4M3S,Nick,"I specifically bought this refurbished Rival for the bumpier grip texture. However, the grip came used and you can tell. A major problem with the Steelseries Xai and Rival Vanilla is that the rubber coating/grip has a perfect day one feel which quickly starts wearing away. The feet are also not rounded from the center like you should see on a brand new Rival Vanilla(they are slightly round at the edge compared to the Rival 300's flat skate). Further, the left click feels too tight and could be enough of a problem on its own.

I also got to point out this strange bug I didn't yet solve that was referenced in another review:
""Mouse can't tell the difference between single left click and middle click. 9 out of 10 times when single left clicking chrome tabs, it thinks im hitting the middle click to close the tab. Will be getting a replacement, or refund for different.""

So, I am disappointed I didn't buy brand new and haven't seen a review touch on any of these refurbished product issues. Also, Steelseries is releasing a Rival 300S to replace the Rival 300, but I guess I still hold nostalgia for the bumpy grip on the Rival Vanilla and round-from-the-center feet.","The top shell is new, but not the grip.",1515024000,,{'Color:': ' Original Black'},
1.0,True,"03 17, 2010",ATR5XZ4P2FS7X,B00269QLJ2,SteveSox,"I've been playing multi-player first-prson shooters for over 15 years. So I've ""been there, done that"" and have many other experiences to compare with. Some previous favorites include Rainbow-6, Delta Force, and Typhoon Rising.

Ok let's get to it...

PROS:
- Graphics are awesome!

- I do enjoy the system of moving up in rank, earning unlocks, etc that many games like this have included. This concept really gives more to the experience and something to work towards, makes you use various weapons to upgrade them, etc.

- The maps are pretty good, but read more about maps in cons...

CONS:
- No dedicated serves. Need I say more? Well, I will anyway. This is the big news and is what really holds back the potential of this game. Is anything being done about it? Nothing that I've heard so far. The company seems to just ignore the issue.

- Steam is ""ok"" about half the time, but an absolute disaster the other half times. If it's not down completely, it can take a long time and multiple attempts to get into a game because they are trying to ""match"" you to the right game. You have no choice of map but you can choose the game type.

- Very small selection of multi-player maps which will leave you bored after a short time. They don't have any small maps (no killhouse for a fast action game) and conversely no big maps for enjoying tactical movement/sniping, that sort of game. I enjoy some of the maps, hate others, but either way would love to see more maps come out. There are so many more maps in the single player, why can't they adapt those for multiplayer use too?

- CHEATERS GALORE. Supposedly Steam, IWnet and their whole multiplayer setup was going to block people from cheating in any way. But hackers are hackers and as usual they found a way to get in.

I could go much more in depth but you've all heard it before from others. In general I do like this game, but the company is really holding it back from how much better it really could be. I just received my copy of Bad Company 2 and am deserately hoping is is the answer to what MW2 could be...","GREAT potential, but multiplayer issues kill it...",1268784000,,{'Format:': ' Video Game'},
1.0,True,"09 15, 2017",A1QZH46ANX5LO4,B00BFOEY4I,Ronaldo Diaz,"Very uncomfortable, the microphone is practically useless unless you boost the signal and that comes with lots of added static. Look elsewhere!",the microphone is practically useless unless you boost the signal and that comes with ...,1505433600,,{'Style:': ' G230 Stereo'},
1.0,True,"08 18, 2014",A1G6MKZORYFPCJ,B00CRN9UWC,S. Cain,Broken. Really nothing more can be said about this game.,Maybe one day it will be better but that will probably be with a different publisher and 10 years later,1408320000,5,{'Platform:': ' PC'},
1.0,True,"01 28, 2016",AI7075YLYD105,B01199BTS2,Duane,"just a shooting game, its not like a war game like medal of honor or tom clancy games.",practice shooter game,1453939200,,,
1.0,True,"03 19, 2013",A184PYPGLVAN6L,B000IONGWW,Breezy-leejunfan,"I had some nice memories of Virtua Fighter like a decade ago. So i decided to buy this. Unfortunately, it is very boring
and the mechanics of the game are just very primitive. I practically felt like I threw away my money on this one.",Don't buy it.,1363651200,,{'Platform:': ' PlayStation 3'},
1.0,True,"01 24, 2013",A2DEX7VXRNRX0G,B004MPR0ZC,Salgado,"Pros:
Case hold a lot of games
See through design is helpful
Cons:
Tabs that hold the case together break very easily. This is the biggest drawback.
Design could be improved
You loose game capacity because each page has a slot for an SD card",Falls apart Easily,1358985600,4,,
1.0,False,"03 10, 2014",A7N5UKGJZB6RQ,B00D781Q9G,Manuel Gomez,"that's just ridiculous. the Rocket fish licensed stand is just as good, if you really insist on the official stand; wait for Amazon.uk to get it back in stock. The marketplace community sucks on Amazon. People are salivating at the opportunity to rip people off",$99.00?!??!!,1394409600,89,,
1.0,True,"08 19, 2016",A1WNE4488A76G0,B00VZAQ34Q,Legend,Worst game I've played in sometime.,Wait until its 5$,1471564800,,{'Format:': ' Video Game'},
1.0,True,"11 6, 2013",A3EAOMFCEVD7P2,B00CLW3TZS,ENMANUEL KALIL,"worst pc graphics not worth it , it looks worst than mw3 and this supposed to be next gen get the hell out here, played BF4 and now thats a game worth playing compare to this garbage",WORST COD GAME DONT BUY SAVE YOUR MONEY AND GET BATTLEFIELD 4,1383696000,9,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",
1.0,False,"11 12, 2001",A25O0GQIBO4VHH,B00005B8GF,Seppo Helava,"The long and short of it all: At [the price] it's a steal. That is, they're stealing from you. Don't buy it yet.
Floigan Bros. was announced way back in the day - one of the original announced titles for the DC. It's been in development hell for *years*, and it suffers from a few serious gameplay issues, but more damningly, a complete lack of focus.
The game plot itself is relatively simple. You play as Hoigle Floigan, and your dopey brother Moigle tags along. Moigle is amusing in a very mentally-retarded or idiot-savant kind of way, if you find that sort of thing funny. If you don't, it's probably borderline offensive. Moigle's stupid, Hoigle's too short and weak to be useful.
Moigle needs seven parts to create his little seekrit project, and to get them, he's going to need Hoigle's help. The Brothers own a junkyard, and to screw things up even further, there's an evil guy who wants control of the junkyard, so he throws his cat henchmen down from his blimp to take over. There's no visible motivation for *why* this Baron Malodorous fellow wants the junkyard, he just does. Why are his minions cats? They just are.
""It just *is*,"" might as well be a slogan for this game. Things are arbitrary in a way that's really... bizarre. First of all, you'd think, when you're first shown the seven parts that you need (things like a chimney stack, an engine, a fan, etc.) that these are common things to find in a junkyard. So context-relevant puzzles would seem to make sense. No such luck. You find a fan by blowing up a cat, and you find the chimney stack by having a huge plant barf it up for you. Completely incoherent, illogical solutions to puzzles do not a fun game make. Why is the chimney stack there? It just *is*.
The whole game so far is like this. The design of the gameplay is simply no fun, the AI for the characters is entertaining for about five minutes, the voice samples get old quick, and the game itself, while pretty, is like talking to the Mona Lisa. It may look good, but it's not saying much.
For $5, I'd say ""pick it up."" If you're a completist, you'll have to have it. If you're curious about what they've done with it, it might be worth the [current price] to sate your curiosity. But I was *really* curious, and I feel pretty ripped off.
People were harshing on EGM for giving this game low, low, low scores, but in all honesty, I find a 1.5/10 almost entirely justified. How this scored 8.5 on IGN is totally beyond me, and even after reading their review, it seems difficult to tell what about the game it was that the reviewer even liked.",It just *is*,1005523200,8,,
1.0,False,"01 24, 2014",A8W0BBUIZQ3WF,B0050SWSQQ,christian crow,"Pile of heeping garbage I burned in my lawn , well Thats how I feel about burnout series next to once was a good series , and now the old series as In original (cough cough ) NFS most wanted 2005  was twice the game this is",Garbage,1390521600,,{'Format:': ' Video Game'},
1.0,False,"07 14, 2007",A35HIMW4WW3JBI,B0000C4E7P,Gamer Gal,This game is boring enough to fall asleep and never turn it back on. I found it very monotonous.,B O R I N G,1184371200,,{'Edition:': ' Standard'},
1.0,True,"09 16, 2011",A27J0YR7SZNH68,B0048C7S5G,Jason Cox,"This game is the worst I have ever played. I have a DFGT wheel and I still can't control my car. I have tweaked the assists to try and make it manageable but no such luck. Everyone is right, you want a caution you will have to drive backwards. Was hoping the last patch would fix things but, OH NO, it's even worse now. When online racing you get spun out. you have literally like 2 seconds to straighten your car out or you get kicked from the race. What!. I'm trading this game in. I am so upset. I have had this game for several months and I just can't play it. I keep trying but still haven't even made it through half a season yet. This reminds me of a line from a movie ""Sphere"". Why's this book only half a book? - Only it's more like why's this game only half a game?. Why was it released unfinished? I blame both parties, the DEVS (Eutechnyx) and the Publisher (Activision). I want the other half of my game.","Unbelievable, This game sucks.",1316131200,,{'Platform:': ' PlayStation 3'},
1.0,True,"01 21, 2015",AFVDUWOVPGWT1,B0064TYOLW,dale,"i can not beleive electronic arts would not alow any type of controler.
the keyboard does not cut it.",One Star,1421798400,,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
1.0,False,"03 27, 2016",AVA7E9FJ6F5WZ,B016MC8C8Q,Scott earls,The worst entry in a terrible series of games. Horrible gameplay mediocre graphics poor frame rate. This game had nothing going for it. Buy just about anything else instead,Pure garbage,1459036800,,,
1.0,False,"10 21, 2009",A25DAGZ466FZS9,B002EWD03Q,Heather Winkler,"This game is beyond bad.  If you are under the age of 50 do not buy this game.  It is so boring and so slow to load each screen.  Luckily, this one was a rental so it is less painful than if I actually paid to own it.  Please take my advice, unless you carry around an oxygen tank with you and have the IQ of a gerbil, pass on this one.",Sleeper,1256083200,3,{'Platform:': ' Nintendo Wii'},
